Date,Close,High,Low,Open,Volume
2026-05-27 09:00:00+09:00,327.6099853515625,331.4599914550781,325.6600036621094,325.8299865722656,5917400
2026-05-28 09:00:00+09:00,324.95001220703125,327.0799865722656,320.8999938964844,326.010009765625,8105400
2026-05-29 09:00:00+09:00,326.3599853515625,331.6700134277344,325.3500061035156,325.5,14104500
2026-06-01 09:00:00+09:00,322.7699890136719,327.8599853515625,318.67999267578125,327.260009765625,10079300
2026-06-02 09:00:00+09:00,317.32000732421875,323.5,313.3900146484375,322.510009765625,10125300
2026-06-03 09:00:00+09:00,312.3999938964844,317.6499938964844,309.0,317.6499938964844,8992800
2026-06-04 09:00:00+09:00,320.17999267578125,324.760009765625,316.70001220703125,316.7900085449219,6981700
2026-06-05 09:00:00+09:00,323.57000732421875,325.9800109863281,320.9700012207031,322.3999938964844,7176300
2026-06-08 09:00:00+09:00,319.6700134277344,323.9200134277344,318.42999267578125,321.3500061035156,5582000
2026-06-09 09:00:00+09:00,325.04998779296875,325.489990234375,317.0,318.6600036621094,6340400
2026-06-10 09:00:00+09:00,322.9599914550781,326.8999938964844,320.17999267578125,326.6199951171875,5793100
2026-06-11 09:00:00+09:00,319.04998779296875,323.7099914550781,317.9599914550781,322.0,5958900
2026-06-12 09:00:00+09:00,322.3900146484375,325.92999267578125,319.79998779296875,321.760009765625,5543200
2026-06-15 09:00:00+09:00,323.82000732421875,326.44000244140625,322.75,323.3599853515625,6803000
2026-06-16 09:00:00+09:00,333.1199951171875,333.2900085449219,324.3800048828125,325.69000244140625,9248400
2026-06-17 09:00:00+09:00,330.3800048828125,336.82000732421875,329.9700012207031,333.5,6895200
2026-06-18 09:00:00+09:00,,,,,14696282
