Date,Close,High,Low,Open,Volume
2021-05-31 09:00:00+09:00,1020.8349609375,1034.712071706404,1010.427127860822,1034.712071706404,2149800
2021-06-01 09:00:00+09:00,1032.1099853515625,1043.3851364520417,1024.3041115127692,1026.9060694590337,2169900
2021-06-02 09:00:00+09:00,1052.058349609375,1061.5988622604082,1027.7734083158361,1035.5792823030451,2537500
2021-06-03 09:00:00+09:00,1059.8642578125,1065.9354933318841,1038.1812738146994,1043.3851899741715,1740800
2021-06-04 09:00:00+09:00,1057.2623291015625,1065.0682035576035,1048.589135261517,1058.129648485567,1491900
2021-06-07 09:00:00+09:00,1055.527587890625,1072.873973887184,1040.7831597935497,1069.4046966878723,1590200
2021-06-08 09:00:00+09:00,1058.129638671875,1067.670151807441,1047.7218061603485,1053.7930417920722,1335300
2021-06-09 09:00:00+09:00,1052.92578125,1067.6702114651976,1049.4565035523065,1058.9970172209637,1428900
2021-06-10 09:00:00+09:00,1045.1197509765625,1054.660263226141,1036.4465580224,1045.9870702719786,2115900
2021-06-11 09:00:00+09:00,1033.8447265625,1051.1911145920722,1032.9774071610213,1050.3237951905935,2062200
2021-06-14 09:00:00+09:00,1047.7218017578125,1049.4564405024446,1033.8446918007553,1034.7120111730715,1419300
2021-06-15 09:00:00+09:00,1052.058349609375,1059.8642235965838,1043.385156290254,1050.3237109455508,1586900
2021-06-16 09:00:00+09:00,1046.8543701171875,1058.12952074811,1041.6504544413772,1049.4563279550928,1149900
2021-06-17 09:00:00+09:00,1046.8543701171875,1058.9968400274117,1038.1811773241702,1056.3948821895065,2195600
2021-06-18 09:00:00+09:00,1029.508056640625,1051.1910401419018,1025.1714599403697,1049.4564014617997,3350500
2021-06-21 09:00:00+09:00,999.1519775390625,1011.294449488322,985.2748667399089,1010.4271300633749,2788600
2021-06-22 09:00:00+09:00,1013.896240234375,1030.3753065854896,1011.2942823894622,1025.171390895664,1987400
2021-06-23 09:00:00+09:00,1012.1616821289062,1024.3041530370508,1007.8250853759976,1015.6309595312333,1314200
2021-06-24 09:00:00+09:00,1020.8349609375,1043.385265936969,1014.7637249761045,1016.4983638222175,2746900
2021-06-25 09:00:00+09:00,1026.0389404296875,1043.385329955126,1019.967704095784,1033.844815716135,1651800
2021-06-28 09:00:00+09:00,1030.3753662109375,1030.3753662109375,1012.1616602425624,1019.967534229009,1735800
2021-06-29 09:00:00+09:00,1015.6311645507812,1022.5697207560812,1009.5599278711438,1020.8350817047562,1530200
2021-06-30 09:00:00+09:00,1017.3656005859375,1030.3753908747603,1012.1616844704084,1018.2329199385257,1344900
2021-07-01 09:00:00+09:00,1002.6212158203125,1021.702242418969,995.6826606935284,1017.3656454647289,2164300
2021-07-02 09:00:00+09:00,1007.8250732421875,1013.8963086231645,997.4172411605125,1000.8865185210708,1698100
2021-07-05 09:00:00+09:00,1013.896240234375,1015.6308787976502,1004.3557281363612,1010.4269631078246,1297100
2021-07-06 09:00:00+09:00,1008.6923828125,1020.8348534568465,1004.3557861538048,1015.6309374664123,1450200
2021-07-07 09:00:00+09:00,1004.355712890625,1010.4269477699293,992.2132431320164,995.6825202059046,1490600
2021-07-08 09:00:00+09:00,986.1419677734375,998.2844370336206,982.6726908419566,993.9478408692695,2499300
2021-07-09 09:00:00+09:00,979.2034912109375,982.6727684162906,954.9185507734652,966.193701690863,2770500
2021-07-12 09:00:00+09:00,998.2845458984375,1013.028974465139,987.009394641548,994.8152685886254,2579900
2021-07-13 09:00:00+09:00,1015.6311645507812,1019.1004426534313,1006.9579692941563,1014.7638450251188,2053100
2021-07-14 09:00:00+09:00,1049.45654296875,1054.660459710744,1010.4271674037965,1014.7637646887913,4339600
2021-07-15 09:00:00+09:00,1041.6505126953125,1065.9354538738876,1037.3139160562812,1045.9871093343438,2480800
2021-07-16 09:00:00+09:00,1016.4983520507812,1020.8349491158442,994.8153667254659,1009.5597967466803,3321900
2021-07-19 09:00:00+09:00,1010.4271240234375,1017.3656793815384,996.5500133072358,1006.9578463443871,2054600
2021-07-20 09:00:00+09:00,993.0806274414062,1004.3557786699987,986.1420728391956,999.1518627183407,2193700
2021-07-21 09:00:00+09:00,998.2845458984375,1019.1002097573103,990.4786719513602,1014.7636131200451,2042700
2021-07-26 09:00:00+09:00,995.6826171875,1017.3656010112696,992.2133397756969,1016.4982816583189,2124800
2021-07-27 09:00:00+09:00,1003.4883422851562,1011.2942153020675,992.2131923718398,996.5497884923461,1876300
2021-07-28 09:00:00+09:00,994.8151245117188,1008.6922317411761,990.4785285025134,999.1517205209242,1409900
2021-07-29 09:00:00+09:00,1001.7539672851562,1004.355925641741,989.611494954427,993.9480922154017,2028800
2021-07-30 09:00:00+09:00,982.6727905273438,987.8767064524665,958.3878495434376,962.7244461477065,5367000
2021-08-02 09:00:00+09:00,1016.4983520507812,1030.375462658983,998.2846443775163,1005.2231996816173,4448400
2021-08-03 09:00:00+09:00,1038.181396484375,1043.3853132587328,1010.4271736878002,1011.2944931501931,3345400
2021-08-04 09:00:00+09:00,1019.9675903320312,1045.1198523385183,1013.896354675293,1039.04861668178,2313000
2021-08-05 09:00:00+09:00,1000.8866577148438,1024.3042831553123,985.274907421198,1014.7637690869733,2485000
2021-08-06 09:00:00+09:00,1002.6212158203125,1011.2944097287927,996.5499800843764,1002.6212158203125,1599200
2021-08-10 09:00:00+09:00,993.0806274414062,1005.223097995275,991.3459887908537,1003.4884593447223,1504500
2021-08-11 09:00:00+09:00,984.4075317382812,1001.7539199627444,978.3362958597191,1001.7539199627444,1718000
2021-08-12 09:00:00+09:00,988.7439575195312,995.6825116073876,980.0707649097108,984.407361214621,1320500
2021-08-13 09:00:00+09:00,978.3363037109375,994.8153726564232,975.7343454563871,994.8153726564232,1584600
2021-08-16 09:00:00+09:00,949.7149047851562,967.9286152878852,941.0417093076662,966.1939761923873,2844800
2021-08-17 09:00:00+09:00,928.89892578125,954.9185035342261,927.1642872643849,950.5819072420635,2541600
2021-08-18 09:00:00+09:00,921.0932006835938,928.8990752656581,910.685367907508,920.2258812855866,2058200
2021-08-19 09:00:00+09:00,935.837646484375,952.3167153288636,916.756619401283,916.756619401283,4342300
2021-08-20 09:00:00+09:00,928.89892578125,941.9087146577381,914.1544983878968,934.1028413318452,3166200
2021-08-23 09:00:00+09:00,961.8571166992188,965.326393946105,941.0414532179011,942.7760918413443,3451900
2021-08-24 09:00:00+09:00,957.5206298828125,967.9284628163214,953.1840328271838,955.7859910605611,1677400
2021-08-25 09:00:00+09:00,968.7957153320312,974.866950790692,956.6532444147094,961.8571605221331,1791500
2021-08-26 09:00:00+09:00,972.26513671875,987.8768873529493,970.5304977593945,974.8670951577832,1695900
2021-08-27 09:00:00+09:00,987.009521484375,992.2134381178603,966.1938549504338,968.7958132671764,1736200
2021-08-30 09:00:00+09:00,995.6826171875,1006.9577687758602,990.4787010697953,998.2845752463523,3194600
2021-08-31 09:00:00+09:00,1000.8866577148438,1006.9578939401505,985.274907421198,990.4788241857466,1981800
2021-09-01 09:00:00+09:00,1032.1099853515625,1034.711943297827,1007.825044519761,1007.825044519761,2765900
2021-09-02 09:00:00+09:00,1031.24267578125,1045.1197849591306,1024.3041211923096,1024.3041211923096,2054600
2021-09-03 09:00:00+09:00,1052.058349609375,1061.5988622604082,1034.711962971133,1038.1812402987814,3411800
2021-09-06 09:00:00+09:00,1106.6993408203125,1136.1881947293177,1102.3627446572234,1125.780363937904,5671900
2021-09-07 09:00:00+09:00,1107.5667724609375,1143.126864607295,1104.9648144990088,1124.9131588737948,3689200
2021-09-08 09:00:00+09:00,1111.0361328125,1114.5054103544594,1095.4243838736827,1099.7609808011318,1831100
2021-09-09 09:00:00+09:00,1102.3629150390625,1121.4439411058283,1099.760956939049,1109.301469972432,1719600
2021-09-10 09:00:00+09:00,1093.68994140625,1113.6382908529936,1087.6187046181105,1107.5670540648543,2345300
2021-09-13 09:00:00+09:00,1115.3726806640625,1120.5765967480318,1087.6184615495602,1090.220419591545,2024800
2021-09-14 09:00:00+09:00,1110.1688232421875,1126.6478917121888,1105.8322262763977,1119.709336566925,1887000
